id	document	labels
130	8인치 웨이퍼 기반 스페셜티 파운드리 다품종 소량생산 유리…사업구조 변화 미미 18일 이데일리TV 빅머니1부 ‘기업 in 이슈’ 방송 이데일리TV 성주원 기자 18일 이데일리TV 빅머니1부 ‘기업 in 이슈’에서는 파운드리 확대 계획을 밝힌 SK하이닉스의 키파운드리 완전 인수 검토 소식을 살펴봤다. 업계에 따르면 SK하이닉스 000660 는 옛 매그나칩 파운드리 부문인 키파운드리 인수를 검토 중이다. 키파운드리는 8인치 웨이퍼 기반 파운드리업체다. 현재 미국 대만 등 해외 반도체 설계업체의 제품을 생산하고 있다. 과거 LG반도체와 현대전자의 합병을 통해 탄생한 하이닉스반도체는 구조조정 과정에서 비메모리 부문 매그나칩반도체 을 매각했다. 키파운드리는 이 매그나칩에서 파운드리 시설만 별도로 떼어내 설립됐다. 키파운드리는 최근 품귀현상이 심각한 차량용 반도체 IT기기에 들어가는 전력반도체 PMIC 디스플레이 구동칩 DDI 이미지센서 등을 생산하는 스페셜티 파운드리 전문 기업이다. 8인치 웨이퍼는 다품종 소량생산에 유리하다는 평가를 받는다. 현재 공급부족인 반도체 품목들을 키파운드리가 만들어낼 수 있다. 충청북도 청주에 거점을 두고 있어 SK하이닉스 청주 팹과 가깝다. 다만 SK하이닉스 전체 규모에 비하면 키파운드리 인수 후에도 SK하이닉스는 여전히 메모리반도체 비중이 압도적이다. 파운드리 생산능력을 2배로 확대하겠다는 것은 실질적인 사업포트폴리오 변화보다는 가능성을 타진하는 차원으로 해석된다. 파운드리 관련 경험을 향후 파운드리 관련 투자 결정에 참고 자료가 될 것으로 예상된다. 이날 SK하이닉스는 전거래일 대비 2.98% 상승한 12만1000원에 장을 마쳤다. 외국인은 8거래일째 순매도한 반면 기관은 3거래일 연속 순매수를 이어갔다	0
131	SK하이닉스는 유럽 반독점 심사기구 EC European Commission 로부터 자사의 인텔 낸드 사업부 인수에 대해 무조건부 승인을 받았다고 21일 밝혔다. EC는 이날 해당 건에 대해 1단계 Phase 1 심사에서 승인했다고 밝혔다. SK하이닉스 측은 이는 아무런 조건도 달지 않고 추가적인 조사도 없이 EU 유럽연합 당국의 심사가 완료됐음을 의미한다 고 설명했다. 이번 EU의 승인은 미국에 이어 두 번째다. SK하이닉스는 지난해 10월 90억달러 약 10조1500억원 에 인텔 낸드 사업부를 인수하는 계약을 체결한 후 세계 주요 8개국으로부터 반독점 심사를 받아왔다	0
132	20 29일 하반기 신입사원 모집 20개 직무에서 세자릿수 채용 SK그룹 마지막 공개 채용 예정 내년부터 100% 수시 채용 전환 SK하이닉스 제공 헤럴드경제 주소현 기자 SK하이닉스가 하반기에만 세자릿수로 신입사원 채용을 진행한다. SK하이닉스는 지난 20일부터 오는 29일까지 하반기 신입사원 채용을 실시하고 있다고 23일 밝혔다. SK하이닉스는 “지속 성장하고 있는 반도체 산업에서 변화를 선도하는 것은 물론 K반도체의 역량을 높여 국가경제에 기여하기 위해 대규모 채용을 이어간다”고 설명했다. SK하이닉스는 올해부터 신입사원 모집에 수시채용 방식을 적용하고 있다. 수시채용은 인력이 필요할 때마다 직무별로 특화된 인재를 채용하고 실제 업무에 필요한 직무역량과 전문성을 중심으로 선발하는 방식이다. SK하이닉스의 수시채용은 지난 2월과 6월에 이어 올해만 세번째다. 이에 따라 올해 채용하는 신입사원 인원은 총 네자릿수에 이른다. 모집 직무는 설계 소자 연구·개발 R D 공정 양산기술 양산관리 프로덕트 엔지니어링 등 20개 분야다. 이천과 청주로 지역별로 채용이 구분돼 지원자가 원하는 근무지를 직무와 연계해 사전에 선택할 수 있다. 채용절차는 서류전형 SKCT 인·적성평가 면접 최종 오리엔테이션 OT 건강검진 순이다. 채용 과정에 포함되는 최종 OT까지 이수해야만 최종합격할 수 있다. 최종합격자 중 기졸업자는 오는 11월 졸업예정자는 2022년 1월에 입사할 예정이다. 채용과 관련한 자세한 정보는 SK하이닉스 뉴스룸 SK하이닉스 채용 홈페이지 SK하이닉스 유튜브 SK그룹 채용 유튜브 SK채용 공식블로그 등을 통해 확인할 수 있다. 한편 이번 신입사원 모집이 SK그룹에서 진행하는 마지막 공개채용이 될 예정이다. 내년부터는 멤버사별로 100% 수시채용으로 전환한다	1
133	삼성전자 1조7225억원 SK하이닉스 6163억원 코스피 순매도의 절반 차지 지난달부터 이어진 개인투자자의 매도세가 지속되고 있다. 이미 이달 들어 코스피서 4조원 이상을 팔아치웠다. 17일 한국거래소에 따르면 개인은 이달 들어 전일까지 코스피에서 4조907억원을 순매도했다. 지난달 올들어 처음으로 월별 순매도를 기록한 개인은 이달 들어서 매도 규모를 더 확대하는 모습이다. 이미 지난달 1조7927억원의 순매도 규모를 두 배 이상 웃돌고 있다. 개인의 수급 양상이 확실히 바뀌었음을 보여주는 것은 삼성전자에 대한 변심이다. 개인은 이달 들어 삼성전자를 1조7225억원 순매도하며 가장 많이 팔아치웠다. 뒤이어 SK하이닉스를 6163억원 순매도했다. 두 종목의 순매도 규모가 이달 전체 코스피 순매도의 절반 이상을 차지했다. 이밖에 LG 4109억원 삼성바이오로직스 2483억원 기아 2355억원 삼성전자우 1880억원 카카오페이 1756억원 현대차 1505억원 등이 개인 순매도 상위에 올랐다. 지난달부터 지속된 매도에 개인의 거래비중도 하락했다. 유안타증권에 따르면 12월 코스피 개인 거래비중은 48.4%로 지난해 2월 이후 최저치를 기록했다. 코스피 개인 거래비중은 지난해 4월부터 올해 10월까지 18개월 연속 60%를 상회했다. 김광현 유안타증권 연구원은 개인의 거래비중이 60%를 상회한 것은 그 이전 10년 동안 단 한 차례 2015년 7월 60.2% 였던 것과 비교할 때 코로나19 이후 국내 증시에서 개인의 수급 영향력을 실감할 수 있다 면서 그랬던 개인 거래비중은 10월 58.1% 11월 57.4%로 낮아졌고 이달 들어서는 50% 아래로 떨어지면서 지난 10년간의 평균 49.8% 수준으로 회귀했다 고 설명했다. 지지부진한 증시에 개인들이 흥미를 잃으면서 올해 연초와 같은 대규모 순매수가 재연될 가능성은 낮아 보인다. 개인은 올해 1월 코스피에서 무려 22조3000억원을 순매수한 바 있다. 김 연구원은 지난해 코스피가 크게 상승하면서 다수의 투자자가 대주주에 해당됐고 연말 불거진 대주주 요건 강화 이슈에 연말연초 포지션 재설정 과정에서 대규모 순매수가 유입된 것으로 추정된다 면서 그러나 올해는 증시 상승폭이 크지 않았고 차액결제거래 CFD 를 통한 회피가 용이해졌다는 점 등을 비춰볼 때 올해 1월과 같은 현상이 내년 1월에도 발생할 가능성은 낮다 고 말했다	1
134	이데일리 이은정 기자 마이크론 테크놀로지가 시장 예상치를 뛰어넘는 분기 실적 2분기 을 달성하면서 SK하이닉스 000660 주가에도 훈풍이 불고 있다. 1일 마켓포인트에 따르면 SK하이닉스는 이날 오전 9시 58분 전 거래일보다 6000원 4.53% 오른 13만8500원에 거래되고 있다. SK하이닉스는 지난달 말부터 하루하루 등락을 이어오다 전날에는 13만2500원에 하락 마감했다. 마이크론은 2분기 전년 동기 대비 30% 증가한 62억4000만달러의 매출액을 기록했다. 이는 시장 전망치를 5% 상회 EPS도 3% 상회한 0.98달러를 기록했다. 삼성증권은 메모리 반도체 가격 상승을 통한 실적 개선이 매수 선호도가 높아지고 있다고 분석했다. 증권가는 SK하이닉스가 마이크론 실적 기대치 상회에 따라 추세적 상승세에 오를 가능성을 제기하고 있다. 김장열 상상인증권 리서치센터장은 “SK하아닉스도 마이크론과 비슷한 수준의 주가 반등이 예상된다”며 “추세적 상승세 전환 여부를 확인하려면 기술적으로 14만원 돌파 기반이 필요해 보인다”고 말했다. 이어 “2분기 반도체 본격 가격 상승에도 삼성전자 005930 SK하이닉스 등 IT 대형주 주가는 답답한 흐름을 이어왔는데 미 금리 인상 우료 완화와 인프라투자 법안에 따른 영향이 대형 IT 주식 수급을 좌우할 것으로 보인다”고 덧붙였다	0
135	중국 경쟁당국의 인텔 낸드·SSD 인수 허가 긍정적 판단 내년 매출액은 53.3조 영업이익 13.4조 원으로 추정해 서울경제 하나금융투자가 SK하이닉스 000660 목표주가를 13만 원에서 16만 3 000원으로 23일 올려 잡았다. 지난 22일 중국 국가시장감독관리총국이 SK하이닉스의 인텔 낸드 및 솔리스트스테이트드라이브 SSD 사업 인수에 대해 합병 허가를 낸 것을 긍정적인 소식으로 판단했기 때문이다. 김경민 하나금투 연구원은 이날 발간한 보고서에서 “SK하이닉스의 2022년 실적에 미국 인텔 낸드 사업부 실적이 추가된다고 가정한다”며 “이를 반영해 2022년 SK하이닉스 매출을 53조 3 000억 원으로 추정한다”고 밝혔다. 김 연구원은 “낸드 업종의 제품가격 지표가 D램 대비 변동성이 크고 예측이 어렵다는 점 때문에 이와 같은 매출 추정이 타당한 것인지 100% 확신할 수 없지만 연결 매출로 반영될 가능성이 크다는 점을 고려하면 2022년 매출을 53조 3 000억 원으로 추정한다”고 했다. 내년 SK하이닉스 영업이익은 13조 4 000억 원으로 추산했다. 김 연구원은 “인텔 낸드 사업부 실적에서 매출을 추정치에 적극적으로 반영했으나 영업이익 기여는 보수적으로 반영한다”며 “인수·합병 과정에서 초기 비용 발생을 고려했기 때문”이라고 설명했다. 그는 “내년 영업이익 추정치 중 낸드 및 기타 부문은 4 043억 원”이라며 “이는 영업이익률 2% 영업이익 기여도 3%를 의미하는 것으로 결국 내년 영업이익 추정치 13조 4 000억 원의 대부분을 차지하는 것은 D램 사업에서 비롯되는 13조 원”이라고 덧붙였다	1
136	△경제간접 기여성과 5조3737억원 △비지니스 사회성과 5969억원 △사회공헌 사회성과 1106억원 파이낸셜뉴스 SK하이닉스가 지난해 약 5조원 규모의 사회적 가치를 창출한 것으로 나타났다. SK하이닉스는 10일 이 같은 내용의 2020년 사회적 가치 SV 창출 실적을 발표했다. △납세 고용 배당 등 경제간접 기여 성과가 5조3737억원 △사회 노동·동반성장 와 환경 분야의 비지니스 사회성과 5969억원 △기부 사회공헌활동 등 사회공헌 사회성과 1106억원 등으로 집계됐다. 경제간접 기여 성과는 지난해부터 반도체 업황이 개선되면서 전년대비 사회적 가치 창출액이 32% 1조3143억원 증가했다. 하지만 같은기간 비지니스 사회 성과는 온실가스 배출 등 환경 영향으로 부정적 영향이 11% 571억원 커졌다. 사회공헌 사회성과는 코로나19 극복 집중 지원 등으로 413억원 늘었다. 경제간접 기여 성과는 납세 고용 배당 전 분야에서 의미 있는 실적을 거뒀다. 납세 분야 성과액은 211% 늘었다. 취약계층 고용 측면에서 지난해 장애인 의무고용률 전체 구성원의 3.1% 목표를 달성했다. 배당 역시 성과액이 17% 증가했다. 비지니스 사회성과는 환경 분야에서 1272억원 증가한 9448억원의 부정적 비용이 발생했다. 이는 반도체 제품 생산 과정에서 물과 전기를 대량으로 사용하고 온실가스를 배출하는 제조산업의 특성에 따른 결과다. SK하이닉스 관계자는 “사적으로 자원 재활용 등 노력을 기울인 결과 단위 생산당 온실가스 배출량은 이전보다 감소했으나 절대적인 배출량이 늘었다 며 환경 악영향을 줄이기 위해 환경기술 개발 등 다방면으로 노력해 온실가스 배출 총량을 줄이는 데 역점을 두겠다 고 말했다. 다만 사회 영역에서 21% 증가한 3224억원 제품 서비스 영역에서 116% 늘어난 255억원의 성과를 기록해 환경 분야 부정적 영향을 일부 상쇄했다. 사회공헌 사회성과는 60% 증가한 1106억원의 실적을 기록했다. 지난해 SK하이닉스는 의료진을 격려하기 위해 덕분에 챌린지 에 동참하고 사회 안전망 구축을 위해 저소득층 아동의 재택 교육에 필요한 스마트 기기를 지원했다. 향후 SK하이닉스는 지난 1월 발표한 사회적 가치 창출 중장기 추진 계획인 SV 2030 을 실천하는 데 전사적인 역량을 집중할 계획이다. 탄소 중립 달성 반도체 생태계 활성화 사회 안전망 구축 다양성·포용성에 기반한 기업문화 정착 등 주요 목표를 설정했다. 특히 메모리반도체 업계 최초로 RE100에 가입했다. RE100이란 2050년까지 기업이 사용하는 전력 100%를 재생에너지로 충당한다는 선언이다. SK하이닉스는 온실가스 배출 최소화 폐기물 저감 및 수자원 재활용 확대 등 환경 분야 개선에 박차를 가하기로 했다. 또 기존 저장장치인 하드디스크드라이브 HDD 를 저전력 솔리드스테이트드라이브 SSD 로 대체하는 노력을 지속할 방침이다. km fnnews.com 김경민 기자 날로먹고 구워먹는 금융이슈 파인애플 모 毛 아 모아 모아시스 헉 소리나는 스 토리 뉴스 헉스 ※ 저작권자 ⓒ 파이낸셜뉴스	1
137	SK하이닉스가 제9회 산학연구과제 우수발명 포상을 실시했다. 왼쪽부터 하용수 SK하이닉스 특허개발기획 PL 이호준 부산대 교수 김준수 SK하이닉스 R D 연구개발 전략기획 TL. 사진제공 SK하이닉스 SK하이닉스가 제9회 산학연구과제 우수발명 포상을 실시했다고 3일 밝혔다. 최우수상은 이온 소스 헤드 및 이를 포함하는 이온 주입 장치 특허로 이호준 부산대 전기공학과 교수가 받았다. 이 특허는 고진공 저유량에서도 고주파 플라즈마를 생성할 수 있어 기존 대비 플라즈마 효율을 향상시키는 장점이 있다. 이온 소스 사용주기를 2배 이상 개선해 비용도 절감할 수 있다. 우수상은 노삼혁 울산과학기술원 교수 장려상은 박찬혁 이화여대 교수 노원우 연세대 전기전자공학부 교수 전정훈 성균관대 반도체시스템공학과 교수가 받았다. SK하이닉스는 산학협력 대학교가 연구과제 수행과정에서 출원한 특허 중 우수특허를 선별해 연구자의 사기를 북돋우고 개발을 장려하기 위해 2013년부터 매년 포상식을 열고 있다. 올해는 코로나19 COVID 19 영향으로 SK하이닉스 구성원들이 수상자 학교를 직접 찾아가 상패를 전하는 방식으로 포상식을 진행했다	1
138	SK하이닉스 메모리 반도체 주력 D램 가격상승 수혜 온전히 받아 삼성전자는 모바일 비중 높은 편 조만간 반도체 상승랠리도 탈 듯 세계 반도체 시장을 이끌고 있는 삼성전자와 SK하이닉스의 주가가 엇갈리고 있다. 국내 대표주식인 삼성전자 주가는 방향성을 찾지 못하고 횡보하고 있는 반면 SK하이닉스는 2001년 이후 최고가를 경신하고 있는 것이다. 전문가들은 삼성전자가 모바일 판매에 대한 의구심과 비메모리 반도체 실적 부진 등으로 상대적인 약세를 보이고 있다고 지적했다. 다만 삼성전자도 메모리 반도체의 업황 개선에 힘입어 조만간 랠리에 동참할 것으로 전망됐다. 2일 증시에서 삼성전자 주가는 전 거래일에 비해 1100원 1.33% 상승한 8만3600원으로 마감됐다. 전 거래 급락세에서 벗어난 것은 긍정적이지만 전일 미 나스닥지수가 3% 이상 급등한 것을 고려하면 다소 아쉬운 성적이다. 반면 SK하이닉스 주가는 전일에 비해 3000원 2.12% 오른 14만4500원으로 장을 마쳤다. 특히 장중에는 15만500원을 터치하며 2001년 이후 최고가를 찍었다. 삼성전자와 SK하이닉스 주가가 서로 다른 모양을 그린 것은 지난 2월부터다. 지난 2월 1일 12만5000원이었던 SK하이닉스 주가는 26일 14만1500원으로 상승했다. SK하이닉스 주가가 오름세를 지속하자 키움증권은 19만원 NH투자증권과 유진투자증권도 각각 18만원 17만원으로 목표가를 일제히 상향하기도 했다. 반면 1월까지만 해도 주당 9만원선을 넘으며 십만전자 삼성전자 주가 10만원 기대감이 커졌던 삼성전자는 2월 1일 8만3000원으로 주저앉은 뒤 26일 8만2500원까지 떨어지며 부진한 모습을 보였다. 이처럼 SK하이닉스와 삼성전자 주가에 온도차가 느껴지는 이유는 메모리 반도체 비중 때문이다. SK하이닉스의 경우 메모리 반도체가 주력이기 때문에 D램 가격 상승 수혜를 온전히 받을 수 있다는 평가다. 박유악 키움증권 연구원은 PC 및 스마트폰 수요 호조의 영향으로 인해 D램과 NAND의 출하량이 기대치를 넘어설 것 이라며 SK하이닉스의 올해 1·4분기 매출액 8조3000억원 영업이익 1조3000억원을 기록하며 시장 컨센서스 영업이익 1조2000억원 를 상회할 전망 이라고 말했다. 최영산 이베스트투자증권 연구원은 삼성전자의 경우 모바일 비중이 높다 며 모바일 판매에 대한 의구심과 비메모리 부문의 고전으로 올해 1·4분기 실적에 대한 우려가 있다 고 지적했다. 최도연 신한금융투자증권 연구원은 신규 팹 초기 비용이 부담이 디램 가격 상승으로 반도체 실적이 소폭 개선되고 갤럭시S21 출시 효과로 IM IT·메모리 실적도 개선될 전망 이라며 반면 DP 디스플레이 와 CE 소비자가전 는 계절성 영향으로 실적 감소가 예상된다 고 예상했다. 최도연 연구원은 삼성전자의 올해 1·4분기 매출액은 전년 대이 3.9% 감소한 59조2000억원 영업이익은 8.1% 줄어든 8조3200억원에 그칠 것으로 전망하고 있다. 다만 메모리 반도체 등이 실적 개선을 주도하면서 삼성전자도 조만간 반도체 랠리를 본격적으로 탈 전망이다. 최도연 연구원은 삼성전자 이익의 약 60%가 메모리 반도체 라며 D램 가격 급등과 NAND 턴어라운드로 메모리 반도체 업황이 매우 빠르게 개선될 전망인 가운데 메모리 반도체 1위 업체인 삼성전자가 주가 랠리에 동참하지 않을 이유는 없다 고 말했다. 한편 지난 1일 PC용 D램 DDR4 8기가비트 제품 현물 평균가는 4달러37센트를 기록했다. D램 현물가격이 4달러를 돌파한 것은 2019년 4월 이후 처음이다. sjmary fnnews.com 서혜진 기자 헉 소리나는 스 토리 뉴스 헉스 아는 척 하고 싶은 당신을 위한 두유노우 날로먹고 구워먹는 금융이슈 파인애플 ※ 저작권자 ⓒ 파이낸셜뉴스	0
139	SK이노베이션 1.72% ·기아 1.62% 는 소폭 상승 29일 코스피지수는 전 거래일 대비 37.65포인트 1.22% 내린 3060.27에 거래를 마쳤다. 중앙포토 29일 코스피지수는 전 거래일 대비 37.65포인트 1.22% 하락한 3060.27에 거래를 마쳤다. 투자자별로는 개인이 9462억원을 순매수한 가운데 외국인과 기관은 각각 6293억원 3266억원을 순매도했다. 시가총액 상위 종목 가운데 삼성전자는 전 거래일보다 2.88% 하락했다. SK하이닉스 3.88% 도 하락했다. 삼성전자와 SK하이닉스는 전날 미국 메모리반도체 업체 마이크론이 시장의 예상보다 부진한 매출 추정치를 발표한 것이 영향을 미쳤다고 분석한다. 마이크론은 28일 현지시각 뉴욕증시 장 마감 후 올해 9 11월 매출액 추정치로 74억5000만 78억5000만 달러를 제시했다. 이는 시장 전망치보다 약 10% 낮은 수치로 마이크론은 시간외거래에서 약 4% 하락했다. 하락원인은 메모리반도체 업황 악화에 대한 우려감이다. SK이노베이션은 전날 미국 완성차 업체 포드와 전기차 배터리 공장 투자에 나섰다는 소식에 1.72% 상승했다. 양사는 전기차 배터리 합작 법인 블루오벌SK를 설립하고 약 13조원 114억 달러 을 투자해 미국 테네시주와 켄터키주에 배터리 공장을 설립할 계획이다. 두 공장의 생산능력은 129GWh에 달한다. 기아는 1.62% 상승하며 거래를 마쳤다. 코스닥지수는 전 거래일보다 11.05포인트 1.09% 내린 1001.46으로 마감했다. 투자자별로 개인과 외국인이 각각 789억원 680억원을 순매수했으며 기관은 1261억원을 순매도했다. 시가총액 상위 종목 가운데 에이치엘비 1.91% 과 한국비앤씨 1.16% 는 올랐다. 에코프로비엠 4.59% 과 펄어비스 3.93% 엘앤에프 2.61% 는 하락세로 장을 마쳤다	1
140	머니투데이 심재현 기자 삼성전자와 SK하이닉스의 주력 반도체 제품인 D램 가격이 이달 평균 26% 이상 오른 것으로 조사됐다. 메모리반도체 슈퍼호황기가 시작됐던 2017년 1월 이후 가장 높은 상승폭이다. start block ━ 2분기 한두차례 더 오를 듯…3분기도 인상 전망 ━ end block 30일 반도체 시장조사업체 트렌드포스에 따르면 PC용 D램 DDR4 8Gb 기가비트 고정거래가격이 이달 평균 3.8달러로 지난달보다 26.67％ 오른 것으로 집계됐다. 이 제품의 고정거래가격은 올해 1월 5％ 상승한 이후 줄곧 제자리를 맴돌다가 2분기 계약 시점이 시작된 4월 들어 그동안 수요가 반영되면서 가격이 크게 뛴 것으로 보인다. 트렌드포스는 2분기 노트북 생산량을 고려할 때 PC용 D램 가격이 8％가량 더 상승할 것으로 보인다 며 3분기에도 3∼8％가량 오르며 D램 공급사의 이익이 늘 것 이라고 내다봤다. 이달 가격 상승 폭은 2017년 1월 4.19달러에서 5.69달러로 35.8% 오른 이후 가장 높은 수준이다. start block ━ 고부가 서버D램 상승세도 견조…낸드 1년만에 반등 ━ end block 아마존 구글 등 글로벌 클라우드업체들이 구매하는 서버용 D램 고정거래가격도 이달 제품별로 가격이 15∼18％ 올랐다. 코로나19 사태 장기화에 따른 비대면 시장 확대로 클라우드업체들이 다시 재고에 나서는 것으로 분석된다. 트렌드포스는 올 하반기에도 서버용 D램 수요가 견조하게 이어지면서 가격 상승세가 당분간 이어질 것이라고 내다봤다. 낸드플래시 고정거래가격도 지난해 3월 이후 1년 만에 반등했다. 메모리카드·USB향 낸드플래시 범용제품 128Gb 16Gx8 MLC 고정거래가격이 이달 평균 4.56달러로 8.57％ 올랐다. 트렌드포스는 낸드플래시 시장수요와 제조사의 제품 믹스 변화 등으로 낸드플래시 가격이 앞으로도 2분기 연속 상승할 것이라고 내다봤다. start block ━ 슈퍼호황 발동 걸려…삼성 2분기 반도체 이익 6조 ━ end block 업계에서는 올 초부터 반도체 수요를 공급이 따라가지 못하면서 메모리반도체 장기호황이 다시 시작될 것이라는 관측이 시작할 것이라는 관측이 나왔다. 삼성전자와 SK하이닉스도 최근 1분기 실적 콘퍼런스콜 전화회의 에서 2분기 이후 메모리반도체 업황을 긍정적으로 전망했다. 시장에서는 삼성전자가 2분기 반도체 부문에서만 영업이익 6조원 이상을 거둘 것이라는 예상이 나온다. 업계 관계자는 메모리반도체 슈퍼호황에 다시 시동이 걸렸다 며 삼성전자 메모리사업부는 올해 앉아서도 실적을 올릴 수 있을 것 이라고 말했다	0
141	경기도 이천 SK하이닉스 M16 전경 파이낸셜뉴스 SK하이닉스가 지난해 창사 이래 최대 연간 매출을 달성했다. 메모리반도체 시장의 최대 호황기였던 2018년을 뛰어넘는 실적을 올렸다. 최근 인텔 낸드사업 인수 1단계 절차가 완료된 가운데 올해부터는 D램 매출 의존도가 상당히 개선될 것으로 보인다. SK하이닉스는 28일 실적발표회를 열고 지난해 매출 42조9978억원 영업이익 12조4103억원 영업이익률 29% 순이익 9조6162억원 순이익률 22% 을 각각 기록했다고 발표했다. 직전 최대 매출은 반도체 슈퍼사이클이 있던 2018년 매출 40조 4451억원 영업이익 20조8438억원 이었다. SK하이닉스는 공급망 차질 등 불확실한 시장환경 속에서도 비대면 정보기술 IT 수요가 늘었고 기술력과 품질 경쟁력을 바탕으로 적극적으로 제품 공급에 나서 사상 최대 매출 기록을 경신했다 고 밝혔다. 회사는 D램 사업에서 PC 서버향 제품 등 응용분야의 수요에 탄력적으로 대응하며 수익성 확보에 집중했다 면서 업계 최초로 개발한 DDR5 HBM3 등 차세대 고부가가치 제품에서 최고 수준의 품질 경쟁력을 확보했다 고 설명했다. 아울러 지난해 3·4분기 흑자전환에 성공한 낸드플래시 사업에서는 128단 제품 경쟁력을 바탕으로 시장 평균을 크게 뛰어넘는 판매량 증가율을 기록해 연간 기준으로도 흑자를 기록했다. 4·4분기에 SK하이닉스는 매출 12조3766억원 영업이익 4조2195억원의 실적을 올렸다. 매출은 사상 처음으로 분기 기준 12조원을 넘어섰고 영업이익은 2분기 연속 4조원대 기록을 이어갔다. 올해 SK하이닉스는 공급망 이슈가 하반기에 점진적으로 해소되며 메모리 제품에 대한 시장의 수요가 늘어날 것으로 전망했다. 회사는 이에 맞춰 우선 D램 사업에서는 재고를 탄력적으로 운영해 시장의 변동성을 줄이면서 수익성에 집중하는 전략을 이어가기로 했다. 낸드 사업의 경우 규모의 성장을 지속적으로 추구하겠다는 계획이다. 지난 연말 인텔 낸드사업부 인수 1단계 절차가 마무리되며 출범한 미국 자회사 솔리다임의 솔리드스테이트드라이브 SSD 사업이 추가되며 판매량이 지난해 대비 약 2배로 늘어날 것으로 SK하이닉스는 기대했다. 이와 함께 SK하이닉스는 주당배당금을 전년 1170원 대비 30% 이상 상향된 1540원으로 결정했다. 또 올해부터 2024년까지 새로운 배당 정책을 적용하기로 하고 기존에 1000원이었던 주당 고정배당금을 1200원으로 올리기로 했다. 잉여현금흐름 FCF 의 5%를 추가로 배당하는 기조는 유지하기로 했다. SK하이닉스는 향후 3년간 창출되는 FCF의 약 50%를 주주환원 재원으로 쓰고 상황에 따라 자사주 매입을 검토키로 했다. 한편 SK하이닉스는 올해 1·4분기 중 대졸 신입과 경력사원 공채를 시행한다. 용인 반도체 클러스터 구축 미국 낸드 자회사 솔리다임 출범 이천 M16 팹 본격 가동 등 미래 신성장동력 준비를 위해 예년 대비 채용 규모를 확대하기로 했다. 모집 분야는 공정 소자 설계 테스트 패키징 시스템온칩 SoC 소프트웨어 데이터 사이언스 상품기획·전략 등이며 다음달 채용 일정을 홈페이지에 올릴 예정이다	1
